artist_id,theme_id
mn0000013686,ma0000006323
mn0001056629,ma0000006311
mn0001056629,ma0000006318
mn0001056629,ma0000004248
mn0001056629,ma0000004274
mn0001056629,ma0000004251
mn0000173925,ma0000005076
mn0000173925,ma0000006325
mn0000173925,ma0000006282
mn0000173925,ma0000004263
mn0000173925,ma0000005100
mn0000173925,ma0000004251
mn0000173925,ma0000006312
mn0000173925,ma0000006301
mn0000674161,ma0000005093
mn0001502263,ma0000005633
mn0000331350,ma0000005633
mn0000331350,ma0000005107
mn0000331350,ma0000006308
mn0000197150,ma0000006297
mn0000197150,ma0000006321
mn0000197150,ma0000006322
mn0000473909,ma0000006294
mn0000473909,ma0000004281
mn0000473909,ma0000006328
mn0000473909,ma0000004272
mn0000124767,ma0000006321
mn0000124767,ma0000006315
mn0000105565,ma0000005052
mn0000105565,ma0000006321
mn0000105565,ma0000005070
mn0000105565,ma0000004250
mn0000784189,ma0000006335
mn0000784189,ma0000004272
mn0000784189,ma0000005093
mn0000784189,ma0000006322
mn0000784189,ma0000006323
mn0000784189,ma0000005579
mn0002166996,ma0000005076
mn0002166996,ma0000006318
mn0002166996,ma0000005096
mn0002166996,ma0000006316
mn0002166996,ma0000006313
mn0002166996,ma0000006326
mn0002166996,ma0000004281
mn0000398020,ma0000005579
mn0000398020,ma0000006315
mn0000398020,ma0000006310
mn0000398020,ma0000005658
mn0000951924,ma0000006328
mn0000951924,ma0000004252
mn0000951924,ma0000006291
mn0000951924,ma0000006297
mn0000951924,ma0000006335
mn0000951924,ma0000006322
mn0000951924,ma0000004272
mn0000951924,ma0000006315
mn0000568680,ma0000006329
mn0000568680,ma0000006288
mn0000568680,ma0000006321
mn0000568680,ma0000006314
mn0000568680,ma0000006319
mn0000549797,ma0000004248
mn0000549797,ma0000006328
mn0000549797,ma0000004252
mn0000549797,ma0000004251
mn0000549797,ma0000006311
mn0000549797,ma0000006299
mn0000549797,ma0000006321
mn0000549797,ma0000006316
mn0000549797,ma0000005079
mn0000549797,ma0000006308
mn0002166516,ma0000006315
mn0002166516,ma0000005082
mn0002166516,ma0000004280
mn0000586204,ma0000004247
mn0000586204,ma0000005048
mn0000586204,ma0000005112
mn0000586204,ma0000006328
mn0000586204,ma0000004254
mn0000586204,ma0000006291
mn0000586204,ma0000005122
mn0000586204,ma0000005118
mn0000586204,ma0000005090
mn0000176360,ma0000004281
mn0000176360,ma0000006310
mn0000176360,ma0000006291
mn0000138144,ma0000006321
mn0000306851,ma0000005633
mn0000306851,ma0000004272
mn0000306851,ma0000005051
mn0000306851,ma0000006295
mn0000306851,ma0000005063
mn0000306851,ma0000006332
mn0000833586,ma0000004272
mn0000833586,ma0000005063
mn0000833586,ma0000006323
mn0000005307,ma0000006311
mn0000005307,ma0000005097
mn0000005307,ma0000006324
mn0000005307,ma0000005579
mn0000005307,ma0000005076
mn0000005307,ma0000006316
mn0000005307,ma0000006327
mn0000005307,ma0000004247
mn0000005307,ma0000006318
mn0000005307,ma0000005082
mn0000005307,ma0000006289
mn0000891991,ma0000006330
mn0000891991,ma0000006334
mn0000891991,ma0000006290
mn0000891991,ma0000006287
mn0000891991,ma0000006293
mn0000891991,ma0000006297
mn0000891991,ma0000006305
mn0000891991,ma0000006317
