id,name
mn0000988094,Gary Hobbs
mn0000229865,Loquillo
mn0000515417,Erdmöbel
mn0002098724,Nephew
mn0000152242,The Dismemberment Plan
mn0000864266,Aaron Shust
mn0000721806,Twelve Gauge Valentine
mn0000565652,Nik Bärtsch
mn0000046429,Soulive
mn0000193504,Jean-Louis Murat
mn0000129457,James Clay
mn0000269894,Lizzy Borden
mn0000093319,Kill Hannah
mn0000696571,Zion Train
mn0000408612,Paley Brothers
mn0000188282,Maanam
mn0000175594,Dublex Inc.
mn0000754507,Sola Rosa
mn0000679314,Dave Audé
mn0001048750,Baby Charles
mn0000757282,The Bled
mn0000977208,Peter Bradley Adams
mn0001426989,Nosliw
mn0000639397,Caetano Veloso
mn0001598097,Hind
mn0000207294,Marina Rei
mn0000198629,Garden Variety
mn0000335884,McGuinness Flint
mn0000664378,Glen Campbell
mn0000167514,Ben Weaver
mn0000247573,Funeral Diner
mn0000806411,Joe Strummer & the Mescaleros
mn0002112619,Dan Le Sac
mn0002153274,Lars Demian
mn0000571752,Hidden in Plain View
mn0000355998,Ruben Studdard
mn0000688030,Mark Slaughter
mn0000136443,Cynics
mn0000159857,Shai Hulud
mn0000108774,Cheryl Wheeler
mn0000166398,Lynda
mn0000293448,Rossington Collins Band
mn0000805871,Victims Family
mn0000031263,Andraé Crouch
mn0001005049,Hackneyed
mn0000866917,Rance Allen
mn0000665860,Godsmack
mn0000679398,Marc Shaiman
mn0000974145,The Del Vikings
mn0000210975,Eurogliders
mn0000042125,Soul Defenders
mn0000275682,The Road Hammers
mn0000175510,Echo Minott
mn0000016617,Shawn Phillips
mn0001565849,Takana Zion
mn0000176830,Elton Britt
mn0001360182,So Many Dynamos
mn0000314898,Luke Chable
mn0000514355,Alcazar
mn0000822148,Dimitri Tiomkin
mn0000391023,Raimundos
mn0000796460,Field Mob
mn0000175984,Dudley Perkins
mn0000953492,Red I Flight
mn0001963917,Pablo Akaros
mn0000645474,David Essex
mn0000854157,Preston School of Industry
mn0000238126,Warm Sounds
mn0000191429,Magic Sam
mn0000190843,Leftöver Crack
mn0000586305,Mondo Grosso
mn0000513749,Vince Taylor
mn0000762963,The Forces of Evil
mn0000291413,Rosin Coven
mn0000684240,Wreckless Eric
mn0000309365,Scratch Massive
mn0000134600,D'Angelo
mn0000375479,Meg Baird
mn0000392527,Filo & Peri
mn0000952786,Goldfrapp
mn0000485872,Run Kid Run
mn0000768010,The Ides of March
mn0000580294,The Wiseguys
mn0000199083,Assembly of Dust
mn0000052978,Blonde on Blonde
mn0001010434,Belleruche
mn0000691159,Claude-Michel Schönberg
mn0000026367,Skid Row
mn0000186834,Jean Ferrat
mn0000035586,Solar Plexus
mn0000742285,Franz Liszt
mn0000048903,Blu Cantrell
mn0000940848,Bruno Sanfilippo
mn0000594665,Diana Ross
mn0000526529,Die Sterne
mn0000140176,Eddie Fisher
mn0001594103,Greis
mn0001282576,Gi Gi
mn0000560796,Heather Small
mn0000640680,C.C. Adcock
mn0000415190,Members of Mayday
mn0000796700,Carole Bayer Sager
mn0000748854,Andain
mn0000808623,U Totem
mn0002096952,Isis Gee
mn0000587672,Monica Lewis
mn0001006763,Semi Precious Weapons
mn0000772669,Klaus Nomi
mn0000168461,Los Tetas
mn0000017115,Trespassers William
mn0001945973,The Answering Machine
mn0000857930,Gloomy Grim
mn0000481573,Ann Cole
mn0000496374,The Shape Shifters
mn0000456964,Nothing Painted Blue
mn0000602467,Motograter
mn0000015101,Sheer Terror
mn0000674600,Manfred Mann's Earth Band
mn0000576525,Dark Funeral
mn0000741158,Gary Hoey
mn0000479540,Shayne Ward
mn0000791833,East Flatbush Project
mn0000744661,Tony Christie
mn0000722169,Jumbonics
mn0000818559,Les Paul
mn0000419544,Such a Surge
mn0000788241,James Harcourt
mn0000804865,Twinemen
mn0000278009,Marion Brown
mn0000652289,DB Boulevard
mn0000294338,Plan 9
mn0000392195,RPWL
mn0002307802,Heróis Do Mar
mn0000097626,Kirk Fletcher
mn0002327868,Mr. Flash
mn0000863103,Neva Dinova
mn0000440456,Janez Detd.
mn0000806248,Tyra
mn0000674160,Henry Fiol
mn0000004838,Sérgio Godinho
mn0000508805,Mud
mn0002070997,Longing for Dawn
mn0002335580,Pocketbooks
mn0001343911,Dryft
mn0001062404,Silence 4
mn0000491174,Suffocation
mn0000741160,From Zero
mn0000234430,Lorette Velvette
mn0000809780,Victoria Beckham
mn0000210974,James Talley
mn0000484177,3 Canal
mn0000943909,Günther
mn0000787919,The Dirtbombs
mn0000785045,Curtis Gordon
mn0000152520,Believe
mn0000205838,DragonForce
mn0000057486,Bob Manning
mn0000143928,Fern Kinney
mn0000166677,EU
mn0000172665,"Ecstasy, Passion & Pain"
mn0001572204,Kimito Lopez
mn0000017742,Shaye
mn0000592898,Thunderbirds Are Now!
mn0000003829,T-Bone Walker
mn0000403758,Ras Shiloh
mn0000079240,Kenn Starr
mn0000790361,Spread Eagle
mn0002038387,Those Dancing Days
mn0000299567,Poi Dog Pondering
mn0000942856,George Formby
mn0000180367,Carmen Amaya
mn0000476425,Mika
mn0000794926,Carcass
mn0000773520,Chilled By Nature
mn0000675355,Ebo Taylor
mn0000332807,Ronnie Scott
mn0000025375,Skinnerbox
mn0000583618,Sunny Day Real Estate
mn0001966101,Loriot
mn0000121726,Nikola Sarcevic
mn0000009298,Servotron
mn0001577896,Ted Poley
mn0000591763,Thunderclap Newman
mn0000935889,Bret Michaels
mn0000798607,Fujiya & Miyagi
mn0000570306,Elvis Perkins
mn0000646260,C.W. McCall
mn0000424366,Milla Jovovich
mn0000119996,Frank Martiniq
mn0000071382,Eric Coates
mn0000475211,Beyond Fear
mn0000211629,Riddle of Steel
mn0000358127,Point of Recognition
mn0000406564,No Secrets
mn0000781423,Bill Evans Trio
mn0000920434,Signum
mn0000585940,Thought Industry
mn0000453397,Red Plastic Bag
mn0000608907,Brassmunk
mn0000783145,Latex Generation
mn0000387484,Nevermore
mn0000111739,Cherubs
mn0000276058,Loreen
mn0000723230,Total Fucking Destruction
mn0000771079,Billy Sherwood
mn0000748154,Sixwire
mn0002091945,Ballyhoo!
mn0000939804,Syd Matters
mn0000047538,Suspiria
mn0000020050,Ten Years After
mn0000937824,Boston Tea Party
mn0000010092,Tarentel
mn0000774879,Ky-Mani Marley
mn0000261623,Pete Droge
mn0000366863,Pro-Pain
mn0000300361,Sci-Clone
mn0000227888,John Pinette
mn0000490554,The Posies
mn0000580735,Mithotyn
mn0001971650,Gravy Train!!!!
mn0002056697,Attic Lights
mn0001389187,Sarah Johns
mn0000938337,Black Moth Super Rainbow
mn0000314172,Veda Hille
mn0000738995,Tim Exile
mn0000840820,Jennifer Lara
mn0000172597,Étienne Daho
mn0000151326,Experimental Audio Research
mn0000021810,Stephan Mathieu
mn0000239405,Rocca
mn0001013109,Hey Monday
mn0000949175,Girl Eats Boy
mn0000173287,Fire Town
mn0000951158,God Module
mn0000098266,Lääz Rockit
mn0000515641,Alcatrazz
mn0000425372,Soltero
mn0000466974,Michael J. Sheehy
mn0000680476,Hole
mn0000478016,A Global Threat
mn0000921710,The White Stripes
mn0000776093,Kylie Minogue
mn0000154751,Dotsero
mn0000194578,Gang Green
mn0000367627,Jimi Jamison
mn0000471272,Sounds Under Radio
mn0000073553,Bill Fay
mn0000149605,Clipse
mn0002028948,Smoke DZA
mn0000800405,Gaudi
mn0000762177,The Feelies
mn0002936668,Gideon
mn0000736524,Radial
mn0000770674,Old Haunts
mn0000080370,Kevin Burke
mn0000171150,Lydia Lunch
mn0000539346,Boudewijn de Groot
mn0000748878,Amps for Christ
mn0000076055,Germs
mn0001960302,Laleh
mn0000113753,Lauryn Hill
mn0000576975,Wolves in the Throne Room
mn0000369297,Kapanga
mn0000197582,Dee Clark
mn0000614492,Mystic Rhythms Band
mn0000960574,Willie Kent
mn0000119058,Confederate Railroad
mn0000461722,Oxo
mn0000593843,Things to Come
mn0000540742,Basshunter
mn0000334363,Nick Gravenites
mn0000157267,Parasites
mn0001924305,Don Choa
mn0000033779,Silicone Soul
mn0000220698,David Olney
mn0000197944,Denise Jannah
mn0000244073,Samiam
mn0000161487,Clinic
mn0000936483,My Dad Is Dead
mn0000519054,Timo Rautiainen
mn0000329468,Jerry Butler
mn0000246885,Johnny Mathis
mn0000041976,Audiovent
mn0000156633,Tony Spinner
mn0000248681,Les Savy Fav
mn0000774121,Kovenant
mn0000060012,Autograph
mn0000461376,Ted Gärdestad
mn0000984874,2562
mn0000058144,Adult.
mn0000954810,Danny Byrd
mn0000764777,Dizmas
mn0000043668,Sophie Zelmani
mn0000251033,Pedro the Lion
mn0000477662,Optical
mn0000936983,Marty Balin
mn0000492466,Montrose
mn0000113593,Itchy
mn0000339160,Rory Block
mn0000106118,Cheb Kader
mn0000098395,Chron Gen
mn0000938249,Assemblage 23
mn0000697391,Zhané
mn0000636980,Narsilion
mn0001562793,Le Klub des 7
mn0000352770,Planet P Project
mn0001296198,Radium
mn0002050340,Monty Are I
mn0000985446,MC Leozinho
mn0000299893,Marshall Jefferson
mn0000666941,Dan Baird
mn0000987390,Lank
mn0000011518,Taana Gardner
mn0000633192,Peeping Tom
mn0002553524,Orchid
mn0000014542,Steep Canyon Rangers
mn0000082562,The Inbreds
mn0000791885,St. Louis Jimmy Oden
mn0000804646,Estrella Morente
mn0000782035,Cross My Heart
mn0000141256,Joe Maphis
mn0000146796,The Deele
mn0000599288,Kym Marsh
mn0000261224,Liege Lord
mn0000721718,Mutabor
mn0000953543,Dancing Fantasy
mn0000519263,Cortney Tidwell
mn0000445135,Markus Schössow
mn0000182302,Ray LaMontagne
mn0000142860,James P. Johnson
mn0000486456,Sun Decade
mn0000235099,Lee Coombs
mn0000779370,Chris Spheeris
mn0000597094,Morrissey
mn0000530745,Bruce Springsteen
mn0000516656,Jim Rivers
mn0003464107,Wildling
mn0000046523,Sylford Walker
mn0000803009,Cat Power
mn0000201130,Charger
mn0000465114,Alexz Johnson
mn0000063388,Ian Simmonds
mn0000987621,Foreigner
mn0000471324,Michael Prophet
mn0002077723,Florian Silbereisen
mn0000599407,Armitage Shanks
mn0000834007,Lion's Share
mn0003197254,A.M. SNiPER
mn0000162930,Eartha Kitt
mn0000313489,Sean Deason
mn0000445347,Rob Mayth
mn0002331090,Aerodrone
mn0000742237,Systematic
mn0000329191,Los Abuelos de la Nada
mn0002152729,Sanalejo
mn0000119651,J.J. Cale
mn0000508956,Time of Orchids
mn0000198359,Demarco
mn0000222153,Hot Hot Heat
mn0000114549,LTJ X-Perience
mn0000016041,Spitalfield
mn0001748949,Black Debbath
mn0000626357,Abdominal
mn0000008245,Spanky & Our Gang
mn0000776659,Israel Vibration
mn0000202162,Derek Trucks
mn0001790676,Radikal Dub Kolektiv
mn0000569856,Mance Lipscomb
mn0000154957,Cliff Eberhardt
mn0000193305,Cassie
mn0000946256,Cara Dillon
mn0000135655,Classified
mn0000086662,The Karl Hendricks Rock Band
mn0000887235,Revis
mn0000003745,T-K.A.S.H.
mn0000908386,Boy Kill Boy
mn0000931519,Much the Same
mn0000532957,Cab Calloway
mn0000223587,MED
mn0000645612,Can
mn0000335711,Fred Buscaglione
mn0000280818,Fantan Mojah
mn0000193363,Zug Izland
mn0000620943,Musique
mn0000836098,Sara Lov
mn0000758630,Better Than Ezra
mn0000400158,Rappin' 4-Tay
mn0000959770,Willie Dixon
mn0000033694,Simon Bonney
mn0000007418,Tony Lucca
mn0000346563,Rosie Thomas
mn0000830106,Salvatore Licitra
mn0000806870,The Lotus Eaters
mn0000332149,Raine Maida
mn0001347332,Pedro Luis e A Parede
mn0000450867,Recover
mn0000286677,Playa
mn0000569185,Anita Kerr
mn0000943649,Morton Feldman
mn0000081619,Keith Urban
mn0000727434,Karen Clark-Sheard
mn0000251851,Joi
mn0000420539,The Residents
mn0000043882,Susana Baca
mn0001519077,Nena Daconte
mn0001499548,Glyder
mn0000412602,The Plot to Blow Up the Eiffel Tower
mn0000011816,Sir Mack Rice
mn0000405903,Midnight Oil
mn0000548746,Cheb Balowski
mn0000172450,Dub Taylor
mn0000672649,With Honor
mn0000332257,Neneh Cherry
mn0000204901,Sarah Vaughan
mn0000095166,Botch
mn0000019073,Stars on 45
mn0000046694,Azucar Moreno
mn0000072959,Ian Astbury
mn0000308637,Nancy Ames
mn0001009661,White Denim
mn0000896954,Outerspace
mn0000771889,International Pony
mn0000942911,At Swim Two Birds
mn0000812584,Jeff Mangum
mn0000506362,Timex Social Club
mn0000813456,Davide Squillace
mn0000760148,Blind Blake
mn0000545328,Captain Sensible
mn0000346806,Jet
mn0000812877,Deep Blue Something
mn0000178906,Jawbox
mn0000103620,Kim Sozzi
mn0000929973,Morning Glory
mn0000988457,Donnie Fritts
mn0000216268,JamisonParker
mn0000142172,Dismantled
mn0000482763,Mick Karn
mn0000760238,Great Lake Swimmers
mn0000406294,Megadeth
mn0001214235,Celeste Carballo
mn0000103216,Deadstring Brothers
mn0000197932,Dreadful Shadows
mn0000541496,The Mitchell Brothers
mn0000140651,Eleven
mn0000918867,The Tear Garden
mn0000459990,Pupo
mn0002132738,Johann Christian Bach
mn0000184231,Joey Cape
mn0000079792,Ikara Colt
mn0000387772,Michael Lington
mn0000192260,John Klemmer
mn0000298766,Plastic Bertrand
mn0000503229,Arco Iris
mn0002046195,Douglas Heart
mn0000217641,M. Ward
mn0000792852,Stabbing Westward
mn0000747761,Paul Gilbert
mn0001520163,Wouter Hamel
mn0000030073,Tristesse de la Lune
mn0000143749,fIREHOSE
mn0000129911,Randy Katana
mn0000088497,Bobby Mitchell
mn0000093566,Inspiral Carpets
mn0000394580,Serge Devant
mn0000030658,Tetsu Inoue
mn0000083254,Ion Dissonance
mn0000068934,Kenny G
mn0000062378,The Grid
mn0000287087,Richard Hell & the Voidoids
mn0000018414,Skank
mn0000354140,Roxanne Shanté
mn0000380526,Jay Sean
mn0000866423,The Maxwell Implosion
mn0000057835,Bill Conti
mn0000765075,The Honeycombs
mn0000549258,Baron Zen
mn0000753680,Si Begg
mn0000244048,Sammie
mn0000145734,Five Special
mn0000950185,Hallows Eve
mn0000344167,"Roy Davis, Jr."
mn0000418794,The Shaggs
mn0000005501,System of a Down
mn0000236646,Robert Pete Williams
mn0001867662,Romain Humeau
mn0002126594,Thomas Tantrum
mn0000013985,Severed Heads
mn0000361681,Potato 5
mn0000154840,Doseone
mn0000831786,Lillian Glinn
mn0000106000,Cheb Mami
mn0000072263,Sarah Fimm
mn0000843259,The Budos Band
mn0000593776,Ypey
mn0000379971,Massilia Sound System
mn0002527381,Mischief Brew
mn0001467228,Coldworld
mn0000748485,Terror
mn0000007583,Totó La Momposina
mn0000891827,The Other Half
mn0000279688,Ruede Hagelstein
mn0000072941,Circa Survive
mn0001899208,Lapko
mn0002029065,Scorngrain
mn0000171558,Elf Power
mn0000581313,Anneli Marian Drecker
mn0000212006,Ricochet
mn0000183635,Mikel Erentxun
mn0002090636,Egotronic
mn0000558828,In This Moment
mn0000852131,Kahimi Karie
mn0001417269,Mokoma
mn0000018500,Siw Malmkvist
mn0000936549,Seductive Souls
mn0000642257,Buddy Jones
mn0001944519,Swinging Popsicle
mn0001400421,Richard Desjardins
mn0000476541,Corbin Bleu
mn0000214907,Jan Howard
mn0000780102,The Pink Spiders
mn0000739452,Enter My Silence
mn0000018796,Gordon MacRae
mn0000164681,Eneida Marta
mn0000352573,Pooh
mn0000276910,Mario Winans
mn0000759822,Bo Hansson
mn0001967683,Reuben
mn0000933739,Albert Cummings
mn0000651107,Marianne Faithfull
mn0000894831,Oscar D'León
mn0000798519,Michel Fugain
mn0000032571,Sondre Lerche
mn0000817461,Dena DeRose
mn0000864899,Thomas Dutronc
mn0000022533,Skin Alley
mn0000291235,Rockwell
mn0001927380,The Haggis Horns
mn0000920175,Komytea
mn0000197920,Garrison Starr
mn0000045539,Soul Designer
mn0000479001,The Nite-Liters
mn0000107259,Jah Wobble
mn0000833440,Robi Kahakalau
mn0001416062,After Dark
mn0000662538,Ephel Duath
mn0002128134,High Powered Boys
mn0000627617,Mylon LeFevre
mn0000421000,Shoes
mn0000501081,"10,000 Maniacs"
mn0000613459,Juilliard String Quartet
mn0000279141,Ritchie Valens
mn0000076833,John Butler Trio
mn0000095458,Kingston Wall
mn0000273219,Lester Davenport
mn0001947758,Les Fatals Picards
mn0000319105,Lukie D
mn0000322864,Peter Sellers
mn0000380704,Red Foley
mn0000256709,Little Brother Montgomery
mn0000209748,Rusty York
mn0000009831,Spike Jones & His City Slickers
mn0000157360,Spontaneous Combustion
mn0000126287,Richard Swift
mn0000633288,Stemm
mn0000885128,Krys
mn0000585896,The Wallflowers
mn0000160055,Shampoo
mn0000898336,Mississippi Sheiks
mn0000024761,Terrence Dixon
mn0000949259,"Harry Connick, Jr."
mn0000788568,The Dillards
mn0000124390,Lead Belly
mn0000041285,Pedro Fernández
mn0000589784,Abstract Rude
mn0000006074,Alice Peacock
mn0000025411,Slowpho
mn0000188005,Gabriel Yared
mn0000088100,Boozoo Chavis
mn0000828740,Lord Invader
mn0000694411,Zap Pow
mn0000095132,Black Lab
mn0000072999,The Happenings
mn0001406999,Seigmen
mn0000111602,Ivano Fossati
mn0000282731,Lorez Alexandria
mn0000092942,Chic
mn0000171622,Eligh
mn0000719562,Living Death
mn0000633313,Katharine McPhee
mn0000563012,Von Südenfed
mn0002060164,Arranco de Varsovia
mn0000165624,Change
mn0000180357,Elysian Fields
mn0000744075,Toumani Diabaté
mn0001286520,Der Blutharsch
mn0000654570,D.I.M.
mn0000571229,Danny Williams
mn0000191699,Gal Costa
mn0000790078,Fad Gadget
mn0000514417,Righeira
mn0001444360,DJ Project
mn0000396372,Max Roach
mn0000802264,Cassius Clay
mn0000936790,Colin Gilmore
mn0000799091,Fra Lippo Lippi
mn0000647092,Growing
mn0000098187,Something Like Silas
mn0000746385,Amanda Lear
mn0001004287,Tickle Me Pink
mn0000939216,Bryan Zentz
mn0000234685,Wally Lopez
mn0000618726,The Infamous Stringdusters
mn0000512035,Murk
mn0001778313,Jackson & His Computerband
mn0000130388,Parts & Labor
mn0000175775,Eek-A-Mouse
mn0000685833,Willie Rosario
mn0000146752,My Awesome Compilation
mn0000760337,Blenderhead
mn0000128264,Jackie Trent
mn0000128440,Duran Duran
mn0000536419,Decoder Ring
mn0000488333,Captain Ahab
mn0000095227,Black Tape for a Blue Girl
mn0001975073,The Snake the Cross the Crown
mn0000575199,Wilton Felder
mn0000922471,Sean Kingston
mn0000007480,Sense Field
mn0000040743,Audioslave
mn0000570831,Modern Romance
mn0001385660,DJ Fait
mn0000572385,Darden Smith
mn0000078814,Black Market Baby
mn0000907539,Dolcenera
mn0000300128,Roger Hodgson
mn0000839109,Scan 7
mn0000220691,Jane Jensen
mn0000782815,Course of Nature
mn0000745088,Aly & Fila
mn0000354830,Poem Rocket
mn0001566794,Timo Rautiainen & Trio Niskalaukaus
mn0000619522,Shout Out Louds
mn0000132869,Passi
mn0000900261,2 Much
mn0000297886,Lisa Ekdahl
mn0000908007,Pocket Full of Rocks
mn0000835671,Robin Gibb
mn0000041134,The Beginning of the End
mn0001556292,Kankick
mn0000235394,Robben Ford & the Blue Line
mn0000672656,Crime Mob
mn0001587725,The Voluntary Butler Scheme
mn0000082626,In the Woods...
mn0000531653,The Raconteurs
mn0000559128,Life Long Tragedy
mn0000092133,King Kobra
mn0000899119,Miranda Sex Garden
mn0001910174,Ben Ricour
mn0000866215,McFly
mn0000691991,Willard Grant Conspiracy
mn0000884269,Red Lorry Yellow Lorry
mn0000209346,Dr. Ring-Ding & the Senior Allstars
mn0000797327,Don Dixon
mn0000162427,Ed Harcourt
mn0000497682,Over It
mn0000568137,The Strokes
mn0000519355,Christian Anders
mn0000483623,Organized Konfusion
mn0000273068,Faunts
mn0000393892,Resorte
mn0000018790,Teitur
mn0000336873,Czar*Nok
mn0000928942,Art Blakey
mn0000327184,R.A. the Rugged Man
mn0000841475,Pete Rock & C.L. Smooth
mn0000354631,Men of Standard
mn0000895355,"Oscar Toney, Jr."
mn0000533477,Ana Laura
mn0000082040,The Lords
mn0000161958,Faudel
mn0000185584,Freddy Cannon
mn0000286572,Joss Stone
mn0002501473,Copy Haho
mn0000405113,Ray Anthony
mn0000021935,Amy Allison
mn0000490416,Thelonious Monk
mn0000655280,Guzzard
mn0000174007,Ugly Kid Joe
mn0002099666,Separate
mn0000051063,The Five Americans
mn0000725649,Lars Winnerbäck
mn0000754513,Soilent Green
mn0000654857,Lukid
mn0000619460,Mr. Mister
mn0000135031,B.R. Gunna
mn0000146051,Cabanne
mn0000097395,Colin Hay
mn0001412167,Hans Werner Olm
mn0000619777,Jeremy Warmsley
mn0000117806,The Duhks
mn0000779209,La Lupe
mn0000084962,Kid Congo Powers
mn0000813859,Magic Dirt
mn0001408487,Madee
mn0000104414,Bitty McLean
mn0000148830,The Diplomats
mn0000518763,Powerwolf
mn0000924306,Thousand Foot Krutch
mn0001026816,Tritonal
mn0000573450,Psyclon Nine
mn0000897035,The Saw Doctors
mn0000243851,Demis Roussos
mn0000017060,Trentemøller
mn0000188157,Greenslade
mn0000195237,Delaney & Bonnie
mn0000751859,Shiva Chandra
mn0000766444,The Horrors
mn0000644015,Buddy Knox
mn0000409672,Melanie Doane
mn0000643549,Cal Tjader
mn0000171854,Easy Star All-Stars
mn0000097009,Prins Thomas
mn0000780954,Imperanon
mn0000108564,Cherish the Ladies
mn0000345362,Switches
mn0000281631,Loren Connors
mn0001990512,Nanook of the North
mn0000322452,Radio 4
mn0000054558,Bettie Serveert
mn0000110094,L'Altra
mn0000078191,Body Count
mn0000019028,Taco
mn0003261512,Riff Raff
mn0000223060,Jason Ringenberg
mn0000234508,Mark Hummel
mn0000106631,Cheb Hasni
mn0002165341,Evidence
mn0000137474,Laura Nyro
mn0000162341,Denver Harbor
mn0000924112,The Walkabouts
mn0000489876,The Pogues
mn0000204681,Ralph Vaughan Williams
mn0000012847,Tayo
mn0000889449,Mickey & Sylvia
mn0000004673,Alice
mn0000788644,Dirty Looks
mn0000457487,Hear'Say
mn0000369430,Kayak
mn0000087859,Ian Gillan
mn0001510095,Die Firma
mn0000159699,Emmylou Harris
mn0000652702,Guy Gerber
mn0001451262,Caspa
mn0000150635,Edith Wilson
mn0000573870,The Troggs
mn0000564740,Marco Antonio Muñiz
mn0000269088,Diferenz
mn0000801101,Gregg Allman
mn0000202661,Estradasphere
mn0000926397,Anointed
mn0002110516,Nicole Paquin
mn0000034961,Snakefarm
mn0000337119,Phil Collins
mn0000184609,Gabriel Romero
mn0000571258,Frightened Rabbit
mn0000497987,Afronaught
mn0001861128,Bambee
mn0000016173,Travoltas
mn0000190981,Leena Conquest
mn0000100102,Jah Mason
mn0000105884,Kyau & Albert
mn0000740289,Epic Soundtracks
mn0000533558,Bucks Fizz
mn0001327947,Scars
mn0000779617,Lara & Reyes
mn0000999250,Low Motion Disco
mn0000282014,Los del Mar
mn0001003164,Spectrasoul
mn0001562282,Jordy Lishious
mn0000776226,Konrad Black
mn0000417607,The Red Krayola
mn0000478553,Nicole Atkins
mn0000140697,Dobet Gnahore
mn0000750203,Slim Gaillard
mn0001013798,Hammers of Misfortune
mn0000142531,James Darren
mn0000019241,Patty Loveless
mn0000893535,Orquesta Guayacán
mn0000474865,Omar & the Howlers
mn0000954567,Marco Beltrami
mn0000178051,Fischerspooner
mn0000889427,Rhythm Masters
mn0000197355,Freeway
mn0000129551,Crossfade
mn0000392032,What Made Milwaukee Famous
mn0000110980,Transmission0
mn0000925188,Theo Parrish
mn0000044295,The Bacon Brothers
mn0000029884,Paul McCartney
mn0000553421,The Autumns
mn0000594404,Helalyn Flowers
mn0000521940,Brise-Glace
mn0000186097,Volcano the Bear
mn0001942067,Rock Plaza Central
mn0000332641,Nic Jones
mn0000778681,Diego el Cigala
mn0000041641,The Aloof
mn0001461801,Pólo Norte
mn0000813737,Zumpano
mn0000676282,Daniel Haaksman
mn0000138407,The Dramatics
mn0000021801,True West
mn0000784257,Barkmarket
mn0000360570,Rick Holmstrom
mn0000314166,Louise Goffin
mn0000051380,Augie Meyers
mn0000304102,Utah Saints
mn0003166687,Reflections
mn0002170591,Martin Stenmarck
mn0000305603,Mia Martini
mn0000040277,Silent Stream of Godless Elegy
mn0000246960,Wham!
mn0000500454,Mikey Spice
mn0000367979,Martin Carthy
mn0000621281,Sea Power
mn0000184930,Dead Poetic
mn0000782191,Larry Heard
mn0000891063,Misfits
mn0000199677,Doug Watkins
mn0000126727,Cliff Eidelman
mn0000568412,Daniel Merriweather
mn0000682230,The Hit Parade
mn0000782983,Citizen Fish
mn0001757071,Maggini Quartet
mn0000810486,Vital Information
mn0000898479,The Smithereens
mn0000010750,Alucidnation
mn0000169819,Carl Verheyen
mn0000852247,Los Hermanos Zuleta
mn0000163248,Carl Story
mn0000423393,1349
mn0000021744,Stephen Stills
mn0000196881,Madleen Kane
mn0000063545,The Honorary Title
mn0000184714,Equipe 84
mn0000293239,Rocky Votolato
mn0000930232,Supermayer
mn0000213165,Jan & Dean
mn0000300458,Judy Rodman
mn0000340111,Philadelphia International All Stars
mn0000935271,Ashleigh Flynn
mn0000040690,Switchblade Symphony
mn0000757342,blink-182
mn0000380235,Rebirth Brass Band
mn0000542856,Subway to Sally
mn0001058757,Sparks the Rescue
mn0000033598,The Atomic Fireballs
mn0000020760,Shelby Lynne
mn0000607694,Todd Agnew
mn0000529322,Samuel Barber
mn0000010555,Pale Forest
mn0000187413,Gary Wilson
mn0000319023,Secret Machines
mn0000856805,All India Radio
mn0000680065,Jeff Wayne
mn0000166568,Two Tons of Steel
mn0000941238,CRW
mn0000934932,Beneath the Massacre
mn0000297906,Rubin Steiner
mn0000752466,Showoff
mn0001412798,Ruoska
mn0001968804,Prince Fatty
mn0000719441,Stephen Fretwell
mn0001573576,Ganjaman
mn0000273901,Dif Juz
mn0000536281,Low Low Low La La La Love Love Love
mn0000064915,Jimmy Lewis
mn0000582718,The Unlovables
mn0000093322,King Tubby
mn0001002388,Wallis Bird
mn0000528720,Dogs Die in Hot Cars
mn0000327130,Jerry Douglas
mn0000113579,Via Audio
mn0000511942,Tom Johnston
mn0000665987,Harry Manx
mn0000901760,Parov Stelar
mn0000472238,Forgotten Tomb
mn0000284295,Saian Supa Crew
mn0000196674,Warmen
mn0000580190,Molella
mn0000795219,Dissonance
mn0000080581,"Kenny ""Dope"" Gonzalez"
mn0000693864,Zolof the Rock & Roll Destroyer
mn0000260212,Pet Shop Boys
mn0000461816,Michael Mantler
mn0000524521,Eternal Tears of Sorrow
mn0000302774,Roger Sanchez
mn0000332832,Modeselektor
mn0000808104,Joe Vitale
mn0000236293,Dayna Manning
mn0000320763,Mary Stallings
mn0000253734,Johnny Gill
mn0001529438,Pascale Picard
mn0000963411,Youn Sun Nah
mn0002536961,"Margarita ""La Diosa de la Cumbia"""
mn0000830186,Hugh Cornwell
mn0000952435,Dan Hicks
mn0001995352,Blood Red Shoes
mn0000775620,American Princes
mn0000768062,Kevin Rudolf
mn0000962339,Dave Mason
mn0000788291,The Distance
mn0001620288,The Waking Eyes
mn0000045077,Leo Kottke
mn0001896379,F.R. David
mn0000186401,Karen O
mn0000526637,Audion
mn0000657970,Canvas Solaris
mn0000917338,Stella Starlight Trio
mn0002107037,Chaozz
mn0001877196,Trachtenburg Family Slideshow Players
mn0000199240,G.G. Allin
mn0000790604,Taj Mahal
mn0000014651,Patsy Cline
mn0000637877,Melody Club
mn0000211483,Charlie Haden
mn0000468436,Beatallica
mn0000669563,Jesu
mn0000117844,"Hank Williams, Jr."
mn0000475975,Orlando Julius
mn0000081365,Bonepony
mn0000081623,King Wilkie
mn0000790833,Shalamar
mn0000600859,Tino Contreras
mn0002090326,Ischen Impossible
mn0002066458,Faker
mn0000369270,Professor Longhair
