artist_am-id,track_mb-id
mn0000150579,ed7516cd-cc39-4b12-b548-fba11b987781
mn0000013686,a3faec01-ba04-4713-9bc2-cbc620c4b02c
mn0000070227,b3a4060a-0ba0-443d-a1f9-19e89829e4b0
mn0001056629,8ce15917-d826-44c1-a747-0cecfb244848
mn0000173925,9595fec8-41f4-47a5-ad15-0b8a45c22550
mn0000674161,7719f9ca-c8fa-48a8-a8d1-df24e95247d0
mn0001502263,6e7b2c3f-4ff4-410f-8573-c782ecf696c6
mn0000998440,38edc41c-15d9-422d-b74a-49850a66085a
mn0000331350,4ba4449c-62bf-4c20-ba05-8e4d190ed6ad
mn0001031148,2d11531e-612a-4ab0-8865-8747ba7bad9c
mn0000197150,1c3bfc6e-8276-4bde-8490-7ab4b202fe30
mn0000551816,ad46fcd0-a0d4-47e4-ba49-32fd9e795ec9
mn0000371459,c144700f-3a01-40bb-ac1f-363c2f56cd3d
mn0000473909,d8ca5497-78ba-4822-93e9-71e656b9510b
mn0000124767,19d81830-549d-4a29-a1db-f03a2b78c667
mn0000105565,c1177398-f5a3-4016-8065-6690f06607ca
mn0000184500,657bc729-ea9d-4e54-9f8e-ef3744a34389
mn0000784189,827696a4-6f5b-44e6-b780-54ab841c8e84
mn0000020630,c7bd4070-ddaf-4eb0-880e-f86a0b1c5ee4
mn0002166996,908b7410-888f-4f11-bf6d-e3b5fbe161d4
mn0000398020,404c1222-62dc-420c-b98e-8d3bc51af718
mn0000951924,156730b3-e2a1-4529-a11f-55e8e7730779
mn0000568680,7c31c248-8f2e-4f49-bd0f-503739c54ccc
mn0000549797,25aa3e78-6cd2-4fc8-964c-ad50f0fe2769
mn0002166516,9d0c7fec-add6-4105-a599-7053d6306f5e
mn0000791070,244b51a2-699d-4edb-a2e4-b014723a0ce6
mn0000586204,658dec50-f133-4f62-bb07-9563b7fd6267
mn0000079523,fa5a278f-4d4b-4b52-a0bd-0c64133871cc
mn0001033540,248eb207-f965-432a-bd35-25b58e04a60b
mn0000675456,10f4207e-6083-45d8-a973-980ed82447e1
mn0000176360,d2524af3-d15f-4477-b8c7-fe408a9c00ea
mn0000138144,10b51d0e-9c7a-4ce2-a444-23dde3024093
mn0000363156,e1b57391-fff4-4b56-be81-9b84ce4c20f2
mn0000306851,3df6a373-b3f7-43b7-b741-b66bc88bb941
mn0000833586,193f52d3-f8d0-45a2-8e87-d236cbc9cc53
mn0000005307,7276155b-a01b-42a9-9d31-eb0c317d07b8
mn0000891991,1541b226-49a0-4a79-b9ad-58a8f1de9ab5
mn0000076322,a65d039f-1c25-48b1-b55c-5cdd3b9063de
mn0000414095,9ed02cc1-b2ac-4cf7-9b86-571688851cd9
mn0000782941,7fe012e8-2699-4094-b997-771ffaab2cd8
mn0000594780,767524f9-40b2-4bfb-b5a3-74c8d07ab28b
mn0000566085,7dfb02b4-efba-460c-ac2a-b9330a0f6329
mn0001971219,b240f37b-8298-463c-94c5-2e78cca95655
mn0000424117,e9c97817-03ac-4e91-be4a-5696c17f820d
mn0002313332,209bcda7-b20c-4ae0-bb02-a4da31476eea
mn0000047716,184074b6-ace3-4a26-b7c0-f919a56d2e70
mn0000676567,ed5580f4-f98d-4f07-a8a2-ac490d8f4ea3
mn0000049846,402a8cea-f677-4d13-8f9b-5340ca52a997
mn0000766713,83774215-c5a1-46d8-93d9-8fe83c2a779c
mn0000790525,64442676-62de-47db-ae83-ac393e4cb29e
mn0000204863,cd9abd07-ad0d-4b97-8ae8-c912845fd8b9
mn0000930027,c5f9c8bf-3d7a-4c01-9268-eee8276577e0
mn0000670150,075df526-10e5-49d6-9cf1-b1a16c0f99b4
mn0000021148,a791c93b-600d-4be2-a969-2f80d8d574c0
mn0000259561,1bbb4e64-3b9a-4e70-a7fb-916ec7287f0d
mn0000793944,97ee9909-c636-49c6-ad86-efbd7b9d42b9
mn0000148642,70ca42d2-3d7c-4801-b9e1-22c68bcf8947
mn0000525664,109c09e6-9da1-478d-929c-ee9034e698d8
mn0001568909,e73674df-7307-4809-b0f4-1f253d32dbc7
mn0002059192,d803c5dc-1bc4-4050-9433-03931d62b26e
mn0001003184,7ef1e33d-e239-41e0-83a6-9d48a0374632
mn0000307875,c09b9c16-0194-4180-b6c4-f9386a9cd268
mn0000671352,bfdb7924-2162-4461-a2b8-edcc5d69bc85
mn0000231213,a9e171ef-46cf-491f-b7da-0384ca0d1871
mn0002286924,12f4b7cc-b6e2-4607-bb06-72d798421e4e
mn0001907815,13b4f371-ee5b-49ac-b0ec-2ff09499292f
mn0000244552,86b97631-f3db-4261-9bca-5f415fe884ca
mn0000115253,114f3433-9cf0-4440-bb6b-68bcc8a23772
mn0000000674,cc7bcb5c-d245-436b-8d0c-295607719f44
mn0000119555,96286e75-b86b-46c0-b6b3-c35d453cef55
mn0000195502,c4fa9b5a-e8b8-429a-8d9f-94fd8a8eccd2
mn0000387580,9709f869-fac2-4e58-a73a-51f0189553fd
mn0000453205,373bf924-bfb7-4988-9734-5e0a7a55ec90
mn0000717013,964b8dd0-f73c-4f10-bd8e-59e28eb8017f
mn0000661800,08e6acae-0988-49d0-be10-ec4ec567d477
mn0003480886,d26f44d9-ce57-4f4b-b9eb-72335c3d3ba9
mn0001046919,0be0fc47-780a-4877-9969-5dcff66904c7
mn0000567450,e9bd72ab-ea94-4d51-9ebd-cf45f45effd1
mn0001865174,cd22664f-0bea-451a-b8f9-e1163342c8a0
mn0000782252,e307a9ec-5f5f-4a41-9dc4-64cf4b5e2279
mn0000325651,fc66006a-4773-4d4d-8f93-3fd8c5ea007d
mn0000792585,cf9c949d-0fad-4584-a842-fd226e32ab37
mn0000342326,e40615b4-c852-4a5f-9fbe-ffaff0c9e6e3
mn0000286274,aecd4685-1b51-48f6-8a78-3895c164106c
mn0000812118,e0a197b8-e11b-47bb-8b9a-5dedc966b92f
mn0000010243,b2553998-c6f8-48ad-8949-a3b861868768
mn0000834242,402397fa-3fa0-42ea-a499-7051eb9431b0
mn0000099246,48cd5bd2-26ea-4f96-9b20-8b6c6c790b40
mn0000970141,c3bf0fef-65c2-4a86-9ab8-769af47694b2
mn0000112387,e7f021bb-ce6c-4cd6-9e4a-8143a7fa9e0f
mn0000050034,fa8da12c-3160-45b5-b635-d76a237b2d70
mn0000207084,f0e0d442-b393-4adb-8901-ea280abffc1c
